"Host Name","OS Name","OS Version","OS Manufacturer","OS Configuration","OS Build Type","Registered Owner","Registered Organization","Product ID","Original Install Date","System Boot Time","System Manufacturer","System Model","System Type","Processor(s)","BIOS Version","Windows Directory","System Directory","Boot Device","System Locale","Input Locale","Time Zone","Total Physical Memory","Available Physical Memory","Virtual Memory: Max Size","Virtual Memory: Available","Virtual Memory: In Use","Page File Location(s)","Domain","Logon Server","Hotfix(s)","Network Card(s)"
"FDSLTRD2015","Microsoft Windows 7 Professional ","6.1.7601 Service Pack 1 Build 7601","Microsoft Corporation","Member Workstation","Multiprocessor Free","ADMIN","","00371-OEM-8992671-00437","1/8/2015, 3:50:04 PM","6/19/2019, 11:14:40 PM","LENOVO","20BG0014US","x64-based PC","1 Processor(s) Installed.,[01]: Intel64 Family 6 Model 60 Stepping 3 GenuineIntel ~2701 Mhz","LENOVO GNET66WW (2.14 ), 7/2/2014","C:\Windows","C:\Windows\system32","\Device\HarddiskVolume1","en-us;English (United States)","en-us;English (United States)","(UTC-05:00) Eastern Time (US & Canada)","15,998 MB","1,979 MB","31,993 MB","15,815 MB","16,178 MB","E:\pagefile.sys","FDS.intra","\\FDS-MILIC","223 Hotfix(s) Installed.,[01]: KB974405,[02]: KB2849697,[03]: KB2849696,[04]: KB2841134,[05]: KB2670838,[06]: KB2830477,[07]: KB2592687,[08]: KB958830,[09]: KB971033,[10]: KB2819745,[11]: KB2393802,[12]: KB2397190,[13]: KB2459268,[14]: KB2471472,[15]: KB2479943,[16]: KB2491683,[17]: KB2496898,[18]: KB2506014,[19]: KB2506212,[20]: KB2506928,[21]: KB2509553,[22]: KB2533552,[23]: KB2534366,[24]: KB2545698,[25]: KB2547666,[26]: KB2550648,[27]: KB2552343,[28]: KB2556532,[29]: KB2560656,[30]: KB2563227,[31]: KB2564958,[32]: KB2574819,[33]: KB2579686,[34]: KB2603229,[35]: KB2604115,[36]: KB2620704,[37]: KB2621440,[38]: KB2631813,[39]: KB2640148,[40]: KB2644615,[41]: KB2647753,[42]: KB2654428,[43]: KB2660075,[44]: KB2661254,[45]: KB2667402,[46]: KB2676562,[47]: KB2685811,[48]: KB2685813,[49]: KB2690533,[50]: KB2698365,[51]: KB2705219,[52]: KB2719033,[53]: KB2719857,[54]: KB2724197,[55]: KB2726535,[56]: KB2727528,[57]: KB2729094,[58]: KB2732059,[59]: KB2732487,[60]: KB2736422,[61]: KB2742599,[62]: KB2750841,[63]: KB2761217,[64]: KB2763523,[65]: KB2770660,[66]: KB2773072,[67]: KB2786081,[68]: KB2791765,[69]: KB2799494,[70]: KB2799926,[71]: KB2800095,[72]: KB2807986,[73]: KB2808679,[74]: KB2809215,[75]: KB2813170,[76]: KB2813347,[77]: KB2813430,[78]: KB2834140,[79]: KB2840631,[80]: KB2843630,[81]: KB2847927,[82]: KB2852386,[83]: KB2853952,[84]: KB2857650,[85]: KB2861698,[86]: KB2862330,[87]: KB2862335,[88]: KB2864202,[89]: KB2868038,[90]: KB2871997,[91]: KB2872035,[92]: KB2884256,[93]: KB2891804,[94]: KB2892074,[95]: KB2893294,[96]: KB2893519,[97]: KB2894844,[98]: KB2898785,[99]: KB2900986,[100]: KB2908783,[101]: KB2909210,[102]: KB2909921,[103]: KB2911501,[104]: KB2912390,[105]: KB2918077,[106]: KB2919469,[107]: KB2923545,[108]: KB2925418,[109]: KB2929437,[110]: KB2931356,[111]: KB2936068,[112]: KB2937610,[113]: KB2943357,[114]: KB2952664,[115]: KB2953522,[116]: KB2966583,[117]: KB2968294,[118]: KB2970228,[119]: KB2972100,[120]: KB2973201,[121]: KB2977292,[122]: KB2978742,[123]: KB2984972,[124]: KB2985461,[125]: KB2991963,[126]: KB2992611,[127]: KB2999226,[128]: KB3000483,[129]: KB3003743,[130]: KB3004375,[131]: KB3006121,[132]: KB3006137,[133]: KB3010788,[134]: KB3011780,[135]: KB3013531,[136]: KB3020370,[137]: KB3020388,[138]: KB3021674,[139]: KB3021917,[140]: KB3023215,[141]: KB3030377,[142]: KB3035126,[143]: KB3037574,[144]: KB3045685,[145]: KB3046017,[146]: KB3046269,[147]: KB3054476,[148]: KB3055642,[149]: KB3059317,[150]: KB3060716,[151]: KB3067903,[152]: KB3068708,[153]: KB3071756,[154]: KB3072305,[155]: KB3074543,[156]: KB3075226,[157]: KB3078601,[158]: KB3078667,[159]: KB3080149,[160]: KB3086255,[161]: KB3093513,[162]: KB3097989,[163]: KB3102429,[164]: KB3107998,[165]: KB3108371,[166]: KB3108664,[167]: KB3109103,[168]: KB3109560,[169]: KB3110329,[170]: KB3118401,[171]: KB3123479,[172]: KB3126587,[173]: KB3127220,[174]: KB3133977,[175]: KB3137061,[176]: KB3138378,[177]: KB3138612,[178]: KB3138910,[179]: KB3139398,[180]: KB3139914,[181]: KB3140245,[182]: KB3142024,[183]: KB3146706,[184]: KB3147071,[185]: KB3149090,[186]: KB3150220,[187]: KB3150513,[188]: KB3156016,[189]: KB3156019,[190]: KB3159398,[191]: KB3161102,[192]: KB3161949,[193]: KB3172605,[194]: KB3177467,[195]: KB3179573,[196]: KB3184143,[197]: KB3185319,[198]: KB3192391,[199]: KB3197867,[200]: KB3205394,[201]: KB4012212,[202]: KB4014504,[203]: KB4014596,[204]: KB4015546,[205]: KB4019263,[206]: KB4019990,[207]: KB4022722,[208]: KB4025337,[209]: KB4033996,[210]: KB4034679,[211]: KB4040980,[212]: KB4041678,[213]: KB4054521,[214]: KB4054998,[215]: KB4056897,[216]: KB4074587,[217]: KB4088878,[218]: KB4093108,[219]: KB4095874,[220]: KB4103712,[221]: KB976902,[222]: KB982018,[223]: KB4103713","10 NIC(s) Installed.,[01]: Intel(R) Ethernet Connection I217-LM,      Connection Name: Local Area Connection,      DHCP Enabled:    Yes,      DHCP Server:     192.168.1.2,      IP address(es),      [01]: 192.168.0.26,      [02]: fe80::e068:77df:4cf6:af88,[02]: Intel(R) Dual Band Wireless-AC 7260,      Connection Name: Wireless Network Connection,      DHCP Enabled:    Yes,      DHCP Server:     192.168.1.2,      IP address(es),      [01]: 192.168.1.244,      [02]: fe80::ed9e:f82a:2858:4ba,[03]: Microsoft Virtual WiFi Miniport Adapter,      Connection Name: Wireless Network Connection 2,      Status:          Media disconnected,[04]: Microsoft Virtual WiFi Miniport Adapter,      Connection Name: Wireless Network Connection 3,      Status:          Media disconnected,[05]: VMware Virtual Ethernet Adapter for VMnet1,      Connection Name: VMware Network Adapter VMnet1,      DHCP Enabled:    No,      IP address(es),      [01]: 192.168.109.1,      [02]: fe80::a16c:a164:d6df:8f61,[06]: Bluetooth Device (Personal Area Network),      Connection Name: Bluetooth Network Connection 2,      Status:          Hardware not present,[07]: Cisco AnyConnect Secure Mobility Client Virtual Miniport Adapter for Windows x64,      Connection Name: Local Area Connection 2,      Status:          Hardware not present,[08]: SonicWALL Virtual NIC,      Connection Name: Local Area Connection 2,      Status:          Hardware not present,[09]: VirtualBox Host-Only Ethernet Adapter,      Connection Name: VirtualBox Host-Only Network,      DHCP Enabled:    No,      IP address(es),      [01]: 192.168.56.1,      [02]: fe80::4c62:16cd:f451:4053,[10]: VMware Virtual Ethernet Adapter for VMnet8,      Connection Name: VMware Network Adapter VMnet8,      DHCP Enabled:    No,      IP address(es),      [01]: 192.168.98.1,      [02]: fe80::4d28:f784:b7c7:d04d"
